predicted : tensor([0.6811], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([659585.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1015551.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([392263.9062], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([914272.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([785280.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1030962.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1607530.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6613331.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2871166.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5319316.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5394328.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([405104.7188], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1011880.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7529807.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([13769568.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4942605.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1387007.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.3378e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.3035e+10], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([12028148.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([591081.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6594131.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1309793.2500], grad_fn=<PowBackward2>), answer: 1.0
predicted : tensor([10151401.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1448319.3750], grad_fn=<PowBackward2>), answer: 1.0
predicted : tensor([11102448.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([11908490.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([684778.8125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([552357.0625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1440230.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7547835.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([881874.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1285125.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([126769.4062], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([991910.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1076677.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([55514.2305], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([256016.5156], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([985162.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([380553.9375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([172668.5000], grad_fn=<PowBackward2>), answer: 1.0
predicted : tensor([666075.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([367133.9688], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1078689.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26355.0078], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([57289.7773], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([101280.4453], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([565917.6875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([13970.0166], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([43633.6484], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([185842.0781], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([25845.0781], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([132203.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([155433.2969], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([461766.5938], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([61628.9023], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([36482.9883], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([20703.9355], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([109376.6719], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([89594.5234], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([140634.4688], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([41691.6875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([30104.4727], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([46030.5703], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([105807.1797], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1549386.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([333399.1562], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([72844.8906], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([205273.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([37982.8828], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([352593.3438], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([101561.0547], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([18256.5938], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([624836.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4934211.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([86817.6797], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1131219.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3984035.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3867008.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([45296684.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([872926.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([72855.6094], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([13824254.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([52229.4023], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([122416.6719], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1038098.8125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2298732.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([15676654.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6891444.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([16505673.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7232329.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3596879.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1727001.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([442780.2812], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([44441772.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([69436456.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3518709.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7002159.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26146394.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2854369.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([9640898.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1603327.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([327420.0312], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2735516.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2259076.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1526003.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3886956.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([10795688.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3551323.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7040404.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([9671114.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4046224.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26368786.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2459378.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2306215.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7754453.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5225309.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1713278.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([25694806.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5713914.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([17821750.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8.8174e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7570717.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([23338476.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1876641.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7.2932e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7495468.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6.3561e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1772922.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8077485.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1041618.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26157306.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([9.9253e+09], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([529993.8125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([562545.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([902001.6875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([10403832.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([212180.0312], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([240672.1562], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.1364e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4645370.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1023926.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([80145.6797], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14155265.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([126273.8984], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3937582.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([95200.8984], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2456209.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26972.8770], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([77237104.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2697388.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5458489.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([912677.0625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6349383.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([206535.0938], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([214034.5625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([30851000.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([898534.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4817050.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7283065.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([27177998.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2661579.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6790996.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.1193e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3836605.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([51183.2539], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1872117.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3821278.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3151155.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3977584.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2646072.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([13170064.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([22053292.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1293166.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([332020.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2688618.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1658174.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3576845.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([178323.7812], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4878998.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2195262.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([123679.1797], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([57269.3398], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1791010.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6434504.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2889876.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([177722.5312], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2599908.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3633340.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([9878845.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([111556.2578], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([391091.5938], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([243102.4844], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14483655.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7607330.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([328838.7812], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([411643.2812], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2106447.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([10738942.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([170050.5156], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4637690.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([277369.6562], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([190618.9844], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([585505.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([31419.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([94576.9375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1315031.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([192108.2344], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([403788.9688], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1217630.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1891296.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([169084.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([252529.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([130558.2109], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([788164.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([265747.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([86650.6406], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([629296.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3345630.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2861957.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1051287.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1546108.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5359962.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2327831.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([681763.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1173062.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3708535.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([50182132.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([527469.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4543381.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2458225.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14458520.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3523216.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8035715.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1445245.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([384207.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2860653.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2213156.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([348794.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1761265.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([504296.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([222698.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1149998.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([55538372.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([258645.7969], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([42183.9141], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([110876.7109], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([506087.4062], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([70450.3594], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([98968.2266], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([255865.3281], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([90138.8828], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([291261.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([50556.0938], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([13065.0273], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([536665.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([40650.1992], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14720.3682], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([251429.0312], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1483988.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([141894.3594], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([27604.2930], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3774301.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([534440.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([319102.4062], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([44441.2852], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([175652.8281], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([15806.8867], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([60106.3906], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([720760.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([106909.5469], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8219.1582], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([816051.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1711692.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([419970.7188], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([318697.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([188961.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([207339.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([174126.2656], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([158764.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([171756.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([765733.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([40674.0820], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([18375.3242], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([47787.8477], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([33405.8320], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([102563.4297], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1001822.0625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1332777.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([990905.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([12634.7402], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([103143.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14095803.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([153078.9688], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7347093.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3342285.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([237307.7188], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([23655.6172], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1610899.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2498771.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2278526.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6275997.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([34323464.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3635335.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([66020860.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([17078736.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([954745.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5538485.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2347971.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([171385.6562], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([831959.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([366022.3125], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([11630682.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7620170.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([12533147.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2114121.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([928233.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1841545.6250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2377354.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([168212.4844], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([26714224.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([552961.4375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1493431.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([12304705.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([178901.5156], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([546148.0625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([902018.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([6516078.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([840343.9375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3588745.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.0376e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1286306.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3684468.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2354458.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1096659.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([64078052.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2587511.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([583312.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([5005480.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([324206.9375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([423691.6562], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([412000.9375], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3608053.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2314220.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1534731.1250], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3598202.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1396101.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([405292.9062], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([17269638.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1844161.8750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3038554.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2765984.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([770636.1875], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([85313520.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.1029e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([907094.5625], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([81730032.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([4098573.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8275363.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([7471591.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([3629827.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1194732.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([9733282.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([38566840.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([953247.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2303676.5000], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2807377.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([14896108.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1819182.3750], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8990839.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1147796.7500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1.9108e+08], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([8729531.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1338622.], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1102578.2500], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([421018.2812], grad_fn=<PowBackward2>), answer: 10.0
