predicted : tensor([0.3650], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([715.0450], grad_fn=<PowBackward2>), answer: 1169.9998779296875
predicted : tensor([793.4807], grad_fn=<PowBackward2>), answer: 300.00006103515625
predicted : tensor([3712.2100], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([946.3355], grad_fn=<PowBackward2>), answer: 4200.0
predicted : tensor([351.6087], grad_fn=<PowBackward2>), answer: 836.9999389648438
predicted : tensor([1424.0098], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([532.6718], grad_fn=<PowBackward2>), answer: 1784.999755859375
predicted : tensor([3260.7327], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([563.7573], grad_fn=<PowBackward2>), answer: 2.5
predicted : tensor([2051.6792], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([2467.3391], grad_fn=<PowBackward2>), answer: 1020.0001220703125
predicted : tensor([1131.0686], grad_fn=<PowBackward2>), answer: 1.7999999523162842
predicted : tensor([1629.9899], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1175.9169], grad_fn=<PowBackward2>), answer: 1955.0
predicted : tensor([1352.7104], grad_fn=<PowBackward2>), answer: 333.0
predicted : tensor([553.2271], grad_fn=<PowBackward2>), answer: 1052.4998779296875
predicted : tensor([2336.1577], grad_fn=<PowBackward2>), answer: 5400.0
predicted : tensor([1076.8584], grad_fn=<PowBackward2>), answer: 400.0000915527344
predicted : tensor([1398.2162], grad_fn=<PowBackward2>), answer: 2900.000244140625
predicted : tensor([1315.8300], grad_fn=<PowBackward2>), answer: 300.00006103515625
predicted : tensor([2004.3303], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1217.9513], grad_fn=<PowBackward2>), answer: 5360.00048828125
predicted : tensor([829.7736], grad_fn=<PowBackward2>), answer: 534.9999389648438
predicted : tensor([1350.6223], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1255.9575], grad_fn=<PowBackward2>), answer: 1859.0003662109375
predicted : tensor([4489.7646], grad_fn=<PowBackward2>), answer: 1149.9998779296875
predicted : tensor([1490.0344], grad_fn=<PowBackward2>), answer: 1599.999755859375
predicted : tensor([3043.7395], grad_fn=<PowBackward2>), answer: 3399.999755859375
predicted : tensor([2820.3071], grad_fn=<PowBackward2>), answer: 19.000001907348633
predicted : tensor([1441.3561], grad_fn=<PowBackward2>), answer: 2473.8330078125
predicted : tensor([2589.2112], grad_fn=<PowBackward2>), answer: 8000.0
predicted : tensor([1645.4214], grad_fn=<PowBackward2>), answer: 335.0000915527344
predicted : tensor([2514.2336], grad_fn=<PowBackward2>), answer: 2979.333984375
predicted : tensor([1359.8262], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1517.7051], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1803.5763], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1181.2853], grad_fn=<PowBackward2>), answer: 7125.0
predicted : tensor([994.6241], grad_fn=<PowBackward2>), answer: 0.029999999329447746
predicted : tensor([1657.0680], grad_fn=<PowBackward2>), answer: 1599.999755859375
predicted : tensor([2707.7412], grad_fn=<PowBackward2>), answer: 9607.0009765625
predicted : tensor([1829.4720], grad_fn=<PowBackward2>), answer: 116.99998474121094
predicted : tensor([1673.8958], grad_fn=<PowBackward2>), answer: 1100.000244140625
predicted : tensor([1511.4192], grad_fn=<PowBackward2>), answer: 633.0000610351562
predicted : tensor([2001.9352], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1497.0308], grad_fn=<PowBackward2>), answer: 2271.5
predicted : tensor([2210.6445], grad_fn=<PowBackward2>), answer: 112.62499237060547
predicted : tensor([1475.4794], grad_fn=<PowBackward2>), answer: 364.9999694824219
predicted : tensor([2233.7266], grad_fn=<PowBackward2>), answer: 3890.0
predicted : tensor([1272.2803], grad_fn=<PowBackward2>), answer: 2738.000244140625
predicted : tensor([1532.6094], grad_fn=<PowBackward2>), answer: 390.99993896484375
predicted : tensor([2424.9495], grad_fn=<PowBackward2>), answer: 1180.0
predicted : tensor([848.4752], grad_fn=<PowBackward2>), answer: 2.8940000534057617
predicted : tensor([957.4615], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1144.1768], grad_fn=<PowBackward2>), answer: 165.00001525878906
predicted : tensor([396.8073], grad_fn=<PowBackward2>), answer: 8375.0
predicted : tensor([2068.3237], grad_fn=<PowBackward2>), answer: 4775.00048828125
predicted : tensor([1668.6798], grad_fn=<PowBackward2>), answer: 2349.99951171875
predicted : tensor([1058.2745], grad_fn=<PowBackward2>), answer: 2905.00048828125
predicted : tensor([96.3949], grad_fn=<PowBackward2>), answer: 1250.0
predicted : tensor([1604.7561], grad_fn=<PowBackward2>), answer: 1689.0
predicted : tensor([2216.8267], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([4249.4653], grad_fn=<PowBackward2>), answer: 300.00006103515625
predicted : tensor([3674.6851], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([3931.5146], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([2366.0461], grad_fn=<PowBackward2>), answer: 3882.999755859375
predicted : tensor([2292.6951], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1524.9871], grad_fn=<PowBackward2>), answer: 23.0
predicted : tensor([1929.9839], grad_fn=<PowBackward2>), answer: 19.500001907348633
predicted : tensor([1728.2461], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2274.0117], grad_fn=<PowBackward2>), answer: 4600.00048828125
predicted : tensor([1478.7400], grad_fn=<PowBackward2>), answer: 87.59999084472656
predicted : tensor([2721.6370], grad_fn=<PowBackward2>), answer: 2775.500244140625
predicted : tensor([4373.7422], grad_fn=<PowBackward2>), answer: 7186.9990234375
predicted : tensor([1482.3879], grad_fn=<PowBackward2>), answer: 1149.9998779296875
predicted : tensor([730.3093], grad_fn=<PowBackward2>), answer: 1563.0001220703125
predicted : tensor([1047.7357], grad_fn=<PowBackward2>), answer: 1022.0000610351562
predicted : tensor([1070.0754], grad_fn=<PowBackward2>), answer: 4239.99951171875
predicted : tensor([1589.3221], grad_fn=<PowBackward2>), answer: 1864.9996337890625
predicted : tensor([1174.5078], grad_fn=<PowBackward2>), answer: 49.999996185302734
predicted : tensor([2147.6985], grad_fn=<PowBackward2>), answer: 400.0000915527344
predicted : tensor([2253.8811], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1661.5251], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1921.5527], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1805.2800], grad_fn=<PowBackward2>), answer: 138.49996948242188
predicted : tensor([1473.3376], grad_fn=<PowBackward2>), answer: 638.5001220703125
predicted : tensor([719.7289], grad_fn=<PowBackward2>), answer: 780.0
predicted : tensor([1739.2965], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([2003.5349], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1080.3562], grad_fn=<PowBackward2>), answer: 9199.9990234375
predicted : tensor([2696.8035], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1125.1111], grad_fn=<PowBackward2>), answer: 1399.9996337890625
predicted : tensor([1221.1583], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([1333.6854], grad_fn=<PowBackward2>), answer: 1752.0
predicted : tensor([2056.7654], grad_fn=<PowBackward2>), answer: 7099.9990234375
predicted : tensor([2717.0374], grad_fn=<PowBackward2>), answer: 2200.000244140625
predicted : tensor([2003.8451], grad_fn=<PowBackward2>), answer: 6136.0009765625
predicted : tensor([1837.1390], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2139.1980], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1133.8147], grad_fn=<PowBackward2>), answer: 3807.9990234375
predicted : tensor([2341.8435], grad_fn=<PowBackward2>), answer: 2499.99951171875
predicted : tensor([1706.4285], grad_fn=<PowBackward2>), answer: 618.9999389648438
predicted : tensor([1929.9734], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1878.7554], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1670.5918], grad_fn=<PowBackward2>), answer: 5098.0
predicted : tensor([1824.4271], grad_fn=<PowBackward2>), answer: 2200.000244140625
predicted : tensor([1399.6323], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1405.5004], grad_fn=<PowBackward2>), answer: 2179.99951171875
predicted : tensor([2543.1802], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([572.4652], grad_fn=<PowBackward2>), answer: 66.0
predicted : tensor([1379.0106], grad_fn=<PowBackward2>), answer: 1999.9996337890625
predicted : tensor([1585.6549], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1135.3749], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2674.8591], grad_fn=<PowBackward2>), answer: 2499.99951171875
predicted : tensor([3013.1621], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([404.7430], grad_fn=<PowBackward2>), answer: 11.0
predicted : tensor([2917.7100], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([1438.2537], grad_fn=<PowBackward2>), answer: 1300.0
predicted : tensor([1782.6320], grad_fn=<PowBackward2>), answer: 1061.9998779296875
predicted : tensor([1794.7808], grad_fn=<PowBackward2>), answer: 1769.999755859375
predicted : tensor([2497.2109], grad_fn=<PowBackward2>), answer: 6930.0009765625
predicted : tensor([947.9843], grad_fn=<PowBackward2>), answer: 1590.000244140625
predicted : tensor([1693.7950], grad_fn=<PowBackward2>), answer: 719.9999389648438
predicted : tensor([642.9875], grad_fn=<PowBackward2>), answer: 31.000003814697266
predicted : tensor([1053.2218], grad_fn=<PowBackward2>), answer: 420.0
predicted : tensor([798.7682], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1181.9677], grad_fn=<PowBackward2>), answer: 2280.00048828125
predicted : tensor([2145.6279], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1127.9014], grad_fn=<PowBackward2>), answer: 606.9998168945312
predicted : tensor([717.5499], grad_fn=<PowBackward2>), answer: 2.0
predicted : tensor([1305.6509], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1573.0026], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([1376.8926], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1496.7325], grad_fn=<PowBackward2>), answer: 666.9998779296875
predicted : tensor([663.2324], grad_fn=<PowBackward2>), answer: 610.0
predicted : tensor([3552.0898], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1570.6469], grad_fn=<PowBackward2>), answer: 717.9999389648438
predicted : tensor([954.9879], grad_fn=<PowBackward2>), answer: 1499.999755859375
predicted : tensor([897.3890], grad_fn=<PowBackward2>), answer: 6.999999523162842
predicted : tensor([1414.6611], grad_fn=<PowBackward2>), answer: 699.9999389648438
predicted : tensor([777.4602], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1426.3553], grad_fn=<PowBackward2>), answer: 6999.99951171875
predicted : tensor([1514.6379], grad_fn=<PowBackward2>), answer: 3458.00048828125
predicted : tensor([1904.0521], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1202.9628], grad_fn=<PowBackward2>), answer: 2100.00048828125
predicted : tensor([1190.0151], grad_fn=<PowBackward2>), answer: 480.0000305175781
predicted : tensor([1527.6223], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([185.1292], grad_fn=<PowBackward2>), answer: 853.999755859375
predicted : tensor([1246.7679], grad_fn=<PowBackward2>), answer: 759.0001831054688
predicted : tensor([1270.9183], grad_fn=<PowBackward2>), answer: 213.00001525878906
predicted : tensor([2134.0193], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([4425.9556], grad_fn=<PowBackward2>), answer: 357.0000915527344
predicted : tensor([415.5037], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1497.6104], grad_fn=<PowBackward2>), answer: 57.000003814697266
predicted : tensor([1999.1127], grad_fn=<PowBackward2>), answer: 3472.000732421875
predicted : tensor([121.3721], grad_fn=<PowBackward2>), answer: 641.9998779296875
predicted : tensor([1082.0038], grad_fn=<PowBackward2>), answer: 178.00003051757812
predicted : tensor([1586.0745], grad_fn=<PowBackward2>), answer: 1103.999755859375
predicted : tensor([1729.6195], grad_fn=<PowBackward2>), answer: 674.9999389648438
predicted : tensor([859.1946], grad_fn=<PowBackward2>), answer: 7.5
predicted : tensor([3641.6833], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([875.2219], grad_fn=<PowBackward2>), answer: 1.2000000476837158
predicted : tensor([1292.1470], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([2443.1985], grad_fn=<PowBackward2>), answer: 476.9999084472656
predicted : tensor([1097.6110], grad_fn=<PowBackward2>), answer: 115.9999771118164
predicted : tensor([1985.0162], grad_fn=<PowBackward2>), answer: 3587.0
predicted : tensor([1411.9199], grad_fn=<PowBackward2>), answer: 4100.00048828125
predicted : tensor([2494.5364], grad_fn=<PowBackward2>), answer: 3800.000732421875
predicted : tensor([1669.4100], grad_fn=<PowBackward2>), answer: 1830.0003662109375
predicted : tensor([1478.5436], grad_fn=<PowBackward2>), answer: 899.9999389648438
predicted : tensor([1164.1592], grad_fn=<PowBackward2>), answer: 18.0
predicted : tensor([1479.7251], grad_fn=<PowBackward2>), answer: 3399.999755859375
predicted : tensor([559.8644], grad_fn=<PowBackward2>), answer: 823.9999389648438
predicted : tensor([1353.5432], grad_fn=<PowBackward2>), answer: 1540.0001220703125
predicted : tensor([551.5389], grad_fn=<PowBackward2>), answer: 174.9999542236328
predicted : tensor([615.5701], grad_fn=<PowBackward2>), answer: 2.5
predicted : tensor([2888.0671], grad_fn=<PowBackward2>), answer: 4600.00048828125
predicted : tensor([2700.9209], grad_fn=<PowBackward2>), answer: 1098.000244140625
predicted : tensor([2057.9941], grad_fn=<PowBackward2>), answer: 1065.000244140625
predicted : tensor([2039.8947], grad_fn=<PowBackward2>), answer: 570.0
predicted : tensor([2563.7065], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([4601.1572], grad_fn=<PowBackward2>), answer: 1149.9998779296875
predicted : tensor([2396.2183], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2259.3569], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1087.1583], grad_fn=<PowBackward2>), answer: 8399.9990234375
predicted : tensor([1368.5037], grad_fn=<PowBackward2>), answer: 28.499998092651367
predicted : tensor([491.2810], grad_fn=<PowBackward2>), answer: 742.0001831054688
predicted : tensor([939.0211], grad_fn=<PowBackward2>), answer: 1899.9996337890625
predicted : tensor([914.3391], grad_fn=<PowBackward2>), answer: 940.0
predicted : tensor([429.0113], grad_fn=<PowBackward2>), answer: 680.9998779296875
predicted : tensor([3775.0020], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1255.7914], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([1296.7162], grad_fn=<PowBackward2>), answer: 790.0000610351562
predicted : tensor([295.0157], grad_fn=<PowBackward2>), answer: 170.00001525878906
predicted : tensor([877.6420], grad_fn=<PowBackward2>), answer: 6000.00048828125
predicted : tensor([1505.6362], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1193.6346], grad_fn=<PowBackward2>), answer: 2792.999755859375
predicted : tensor([1597.0468], grad_fn=<PowBackward2>), answer: 1100.000244140625
predicted : tensor([1247.2683], grad_fn=<PowBackward2>), answer: 199.99996948242188
predicted : tensor([2341.2341], grad_fn=<PowBackward2>), answer: 1821.0
predicted : tensor([1255.3433], grad_fn=<PowBackward2>), answer: 903.0
predicted : tensor([1454.1050], grad_fn=<PowBackward2>), answer: 274.0
predicted : tensor([4826.2969], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([3104.5347], grad_fn=<PowBackward2>), answer: 820.9999389648438
predicted : tensor([759.2952], grad_fn=<PowBackward2>), answer: 2955.999267578125
predicted : tensor([932.3331], grad_fn=<PowBackward2>), answer: 269.49993896484375
predicted : tensor([651.0329], grad_fn=<PowBackward2>), answer: 1399.9996337890625
predicted : tensor([1151.4016], grad_fn=<PowBackward2>), answer: 1082.000244140625
predicted : tensor([756.2194], grad_fn=<PowBackward2>), answer: 667.9999389648438
predicted : tensor([875.6260], grad_fn=<PowBackward2>), answer: 446.9998779296875
predicted : tensor([899.3099], grad_fn=<PowBackward2>), answer: 1059.999755859375
predicted : tensor([920.6097], grad_fn=<PowBackward2>), answer: 4700.00048828125
predicted : tensor([1037.9785], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([1193.2506], grad_fn=<PowBackward2>), answer: 940.0
predicted : tensor([2109.1450], grad_fn=<PowBackward2>), answer: 249.9999542236328
predicted : tensor([1303.5890], grad_fn=<PowBackward2>), answer: 1414.0003662109375
predicted : tensor([2081.7966], grad_fn=<PowBackward2>), answer: 5000.0009765625
predicted : tensor([2841.5798], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([2684.0483], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([2745.5381], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1493.1011], grad_fn=<PowBackward2>), answer: 450.0000305175781
predicted : tensor([2507.6667], grad_fn=<PowBackward2>), answer: 3460.0
predicted : tensor([321.1357], grad_fn=<PowBackward2>), answer: 3415.00048828125
predicted : tensor([1618.8002], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1178.4994], grad_fn=<PowBackward2>), answer: 806.9998779296875
predicted : tensor([989.8801], grad_fn=<PowBackward2>), answer: 3800.000732421875
predicted : tensor([1564.7051], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1216.4546], grad_fn=<PowBackward2>), answer: 4100.00048828125
predicted : tensor([1575.2640], grad_fn=<PowBackward2>), answer: 5576.00146484375
predicted : tensor([3008.2483], grad_fn=<PowBackward2>), answer: 8437.9990234375
predicted : tensor([2861.7483], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1671.8973], grad_fn=<PowBackward2>), answer: 2800.00048828125
predicted : tensor([1468.0623], grad_fn=<PowBackward2>), answer: 5705.9990234375
predicted : tensor([2668.1597], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1142.5116], grad_fn=<PowBackward2>), answer: 0.550000011920929
predicted : tensor([1082.6848], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1921.5770], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1322.2137], grad_fn=<PowBackward2>), answer: 283.00006103515625
predicted : tensor([940.5032], grad_fn=<PowBackward2>), answer: 3700.00048828125
predicted : tensor([1335.2788], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1745.4297], grad_fn=<PowBackward2>), answer: 1149.9998779296875
predicted : tensor([1254.4546], grad_fn=<PowBackward2>), answer: 7431.99951171875
predicted : tensor([2487.3079], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1193.9380], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([1096.9061], grad_fn=<PowBackward2>), answer: 376.00006103515625
predicted : tensor([3226.4924], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1235.9163], grad_fn=<PowBackward2>), answer: 659.9998779296875
predicted : tensor([273.5421], grad_fn=<PowBackward2>), answer: 818.9998779296875
predicted : tensor([1720.8322], grad_fn=<PowBackward2>), answer: 3737.99951171875
predicted : tensor([1803.7971], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([962.8215], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([1028.9911], grad_fn=<PowBackward2>), answer: 2246.999755859375
predicted : tensor([3439.5859], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1092.8873], grad_fn=<PowBackward2>), answer: 206.25001525878906
predicted : tensor([886.5941], grad_fn=<PowBackward2>), answer: 200.9999542236328
predicted : tensor([1647.9688], grad_fn=<PowBackward2>), answer: 5499.99951171875
predicted : tensor([3235.8921], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1884.4149], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([3094.8301], grad_fn=<PowBackward2>), answer: 6809.9990234375
predicted : tensor([2117.6238], grad_fn=<PowBackward2>), answer: 6250.99951171875
predicted : tensor([1020.2079], grad_fn=<PowBackward2>), answer: 566.9998779296875
predicted : tensor([1168.6550], grad_fn=<PowBackward2>), answer: 1460.0001220703125
predicted : tensor([1498.9354], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([3789.2808], grad_fn=<PowBackward2>), answer: 1620.000244140625
predicted : tensor([1134.4821], grad_fn=<PowBackward2>), answer: 3200.000732421875
predicted : tensor([1225.1786], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([925.1137], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([3772.8970], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1061.6600], grad_fn=<PowBackward2>), answer: 580.0
predicted : tensor([2138.5205], grad_fn=<PowBackward2>), answer: 2957.000732421875
predicted : tensor([2304.9404], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1711.5886], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([2001.0067], grad_fn=<PowBackward2>), answer: 311.0000305175781
predicted : tensor([1631.3093], grad_fn=<PowBackward2>), answer: 359.0000305175781
predicted : tensor([1992.2084], grad_fn=<PowBackward2>), answer: 891.0000610351562
predicted : tensor([582.8052], grad_fn=<PowBackward2>), answer: 38.999996185302734
predicted : tensor([1241.6383], grad_fn=<PowBackward2>), answer: 4425.0009765625
predicted : tensor([2297.3506], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([945.3884], grad_fn=<PowBackward2>), answer: 1809.999755859375
predicted : tensor([1900.7112], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1744.3673], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([4477.5977], grad_fn=<PowBackward2>), answer: 7375.0009765625
predicted : tensor([1072.0953], grad_fn=<PowBackward2>), answer: 3810.0
predicted : tensor([1123.7715], grad_fn=<PowBackward2>), answer: 439.9999694824219
predicted : tensor([1802.1678], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([2434.7097], grad_fn=<PowBackward2>), answer: 3079.99951171875
predicted : tensor([2350.2781], grad_fn=<PowBackward2>), answer: 484.9999084472656
predicted : tensor([556.5319], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1955.9532], grad_fn=<PowBackward2>), answer: 1149.9998779296875
predicted : tensor([1566.8954], grad_fn=<PowBackward2>), answer: 1550.0
predicted : tensor([1041.8606], grad_fn=<PowBackward2>), answer: 45.000003814697266
predicted : tensor([1376.7776], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1076.3549], grad_fn=<PowBackward2>), answer: 3000.000732421875
predicted : tensor([1134.9044], grad_fn=<PowBackward2>), answer: 911.4998779296875
predicted : tensor([1529.9000], grad_fn=<PowBackward2>), answer: 7938.66748046875
predicted : tensor([1209.7296], grad_fn=<PowBackward2>), answer: 8.0
predicted : tensor([804.3364], grad_fn=<PowBackward2>), answer: 225.99993896484375
predicted : tensor([501.6550], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1177.0665], grad_fn=<PowBackward2>), answer: 889.9998779296875
predicted : tensor([1510.5723], grad_fn=<PowBackward2>), answer: 1849.99951171875
predicted : tensor([1610.2134], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([2244.3542], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2047.6746], grad_fn=<PowBackward2>), answer: 549.9999389648438
predicted : tensor([1299.4847], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([985.2485], grad_fn=<PowBackward2>), answer: 1091.000244140625
predicted : tensor([2446.3096], grad_fn=<PowBackward2>), answer: 1695.5003662109375
predicted : tensor([1766.3335], grad_fn=<PowBackward2>), answer: 98.0
predicted : tensor([1697.9995], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([2249.3076], grad_fn=<PowBackward2>), answer: 1949.9996337890625
predicted : tensor([2459.5547], grad_fn=<PowBackward2>), answer: 1499.999755859375
predicted : tensor([1613.8497], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([2473.2219], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1590.5048], grad_fn=<PowBackward2>), answer: 2750.999755859375
predicted : tensor([1521.7539], grad_fn=<PowBackward2>), answer: 10000.0
predicted : tensor([2431.9858], grad_fn=<PowBackward2>), answer: 3500.00048828125
predicted : tensor([1148.8873], grad_fn=<PowBackward2>), answer: 2200.000244140625
predicted : tensor([502.7247], grad_fn=<PowBackward2>), answer: 0.12000000476837158
predicted : tensor([1048.4037], grad_fn=<PowBackward2>), answer: 10.0
predicted : tensor([1689.9285], grad_fn=<PowBackward2>), answer: 43.000003814697266
predicted : tensor([1125.5750], grad_fn=<PowBackward2>), answer: 595.0001220703125
predicted : tensor([1744.6010], grad_fn=<PowBackward2>), answer: 3251.000244140625
predicted : tensor([1217.0531], grad_fn=<PowBackward2>), answer: 2031.0
predicted : tensor([1171.4813], grad_fn=<PowBackward2>), answer: 2860.000244140625
predicted : tensor([1605.3351], grad_fn=<PowBackward2>), answer: 565.0000610351562
predicted : tensor([1223.3068], grad_fn=<PowBackward2>), answer: 199.99996948242188
predicted : tensor([4287.7866], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1876.9481], grad_fn=<PowBackward2>), answer: 1499.999755859375
predicted : tensor([4001.0549], grad_fn=<PowBackward2>), answer: 2750.000244140625
predicted : tensor([2701.2295], grad_fn=<PowBackward2>), answer: 4000.000732421875
predicted : tensor([1343.5835], grad_fn=<PowBackward2>), answer: 5074.99951171875
predicted : tensor([1458.6558], grad_fn=<PowBackward2>), answer: 500.0000915527344
predicted : tensor([902.9123], grad_fn=<PowBackward2>), answer: 1020.0001220703125
predicted : tensor([974.1124], grad_fn=<PowBackward2>), answer: 531.0000610351562
predicted : tensor([680.8795], grad_fn=<PowBackward2>), answer: 534.9999389648438
predicted : tensor([440.3221], grad_fn=<PowBackward2>), answer: 891.9999389648438
predicted : tensor([843.7963], grad_fn=<PowBackward2>), answer: 119.99998474121094
predicted : tensor([793.2899], grad_fn=<PowBackward2>), answer: 1000.0
predicted : tensor([1351.3187], grad_fn=<PowBackward2>), answer: 460.0000305175781
predicted : tensor([1322.0236], grad_fn=<PowBackward2>), answer: 1919.99951171875
predicted : tensor([759.0894], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1515.4871], grad_fn=<PowBackward2>), answer: 7500.0
predicted : tensor([1353.6643], grad_fn=<PowBackward2>), answer: 977.9998779296875
predicted : tensor([849.8360], grad_fn=<PowBackward2>), answer: 134.99996948242188
predicted : tensor([2296.2134], grad_fn=<PowBackward2>), answer: 4750.99951171875
predicted : tensor([3477.8936], grad_fn=<PowBackward2>), answer: 149.99998474121094
predicted : tensor([2822.8413], grad_fn=<PowBackward2>), answer: 10000.9990234375
predicted : tensor([1004.5134], grad_fn=<PowBackward2>), answer: 30.19999885559082
predicted : tensor([1892.3809], grad_fn=<PowBackward2>), answer: 3500.00048828125
